0|0|37.778|-3.900|79.298|39.805|-3.850|77.160|37.787|-3.900|75.220|0
0|1|41.568|-3.850|77.300|42.503|-3.850|76.246|40.703|-3.900|75.233|0
0|2|44.326|-3.900|79.163|43.338|-3.850|77.180|42.408|-3.850|78.140|0
0|3|40.773|-3.900|79.141|40.703|-3.900|75.233|39.805|-3.850|77.160|0
0|4|37.778|-3.900|79.298|37.787|-3.900|75.220|37.136|-3.900|75.701|0
0|5|37.145|-3.900|78.611|37.778|-3.900|79.298|37.136|-3.900|75.701|0
0|6|42.677|-3.850|80.043|44.326|-3.900|79.163|40.773|-3.900|79.141|0
0|7|44.400|-3.900|81.985|42.677|-3.850|80.043|40.687|-3.900|82.103|0
0|8|42.613|-3.850|74.311|44.425|-3.900|72.196|40.474|-3.900|72.400|0
0|9|44.403|-3.900|75.323|42.613|-3.850|74.311|40.703|-3.900|75.233|0
0|10|38.620|-3.900|81.106|40.773|-3.900|79.141|37.778|-3.900|79.298|0
0|11|40.687|-3.900|82.103|40.773|-3.900|79.141|38.620|-3.900|81.106|0
0|12|40.703|-3.900|75.233|38.674|-3.900|73.214|37.787|-3.900|75.220|0
0|13|40.703|-3.900|75.233|40.474|-3.900|72.400|38.674|-3.900|73.214|0
0|14|44.326|-3.900|79.163|45.411|-3.850|77.182|44.403|-3.900|75.323|0
0|15|47.377|-3.900|79.184|47.394|-3.900|75.310|45.411|-3.850|77.182|0
0|16|44.400|-3.900|81.985|47.377|-3.900|79.184|44.326|-3.900|79.163|0
0|17|47.459|-3.900|80.096|47.377|-3.900|79.184|44.400|-3.900|81.985|0
0|18|45.439|-3.900|82.041|47.459|-3.900|80.096|44.400|-3.900|81.985|0
0|19|47.377|-3.900|79.184|48.218|-3.900|78.549|47.394|-3.900|75.310|0
0|20|48.218|-3.900|78.549|48.155|-3.900|75.712|47.394|-3.900|75.310|0
0|21|44.403|-3.900|75.323|47.394|-3.900|75.310|46.556|-3.900|73.250|0
0|22|44.403|-3.900|75.323|46.556|-3.900|73.250|44.425|-3.900|72.196|0
0|23|46.243|-3.650|82.731|48.085|-3.650|80.895|47.649|-3.650|80.475|0
0|24|46.243|-3.650|82.731|47.649|-3.650|80.475|45.836|-3.650|82.243|0
0|25|49.081|-3.950|85.915|48.893|-3.950|81.098|46.577|-3.950|83.411|0
0|26|49.081|-3.950|85.915|51.383|-3.950|83.654|48.893|-3.950|81.098|0
0|27|51.642|-3.950|88.500|51.383|-3.950|83.654|49.081|-3.950|85.915|0
0|28|51.642|-3.950|88.500|53.961|-3.950|86.185|51.383|-3.950|83.654|0
0|29|46.577|-3.950|83.411|48.893|-3.950|81.098|48.085|-3.650|80.895|0
0|30|46.577|-3.950|83.411|48.085|-3.650|80.895|46.243|-3.650|82.731|0
0|31|45.836|-3.650|82.243|47.649|-3.650|80.475|47.459|-3.900|80.096|0
0|32|45.836|-3.650|82.243|47.459|-3.900|80.096|45.439|-3.900|82.041|0
0|33|34.568|-3.950|74.716|35.471|-3.950|78.633|35.553|-3.950|75.801|0
0|34|34.559|-3.950|79.565|35.471|-3.950|78.633|34.568|-3.950|74.716|0
0|35|36.680|-3.750|78.535|36.692|-3.750|75.870|36.047|-3.750|75.857|0
0|36|36.024|-3.750|78.525|36.680|-3.750|78.535|36.047|-3.750|75.857|0
0|37|36.024|-3.750|78.525|35.553|-3.950|75.801|35.471|-3.950|78.633|0
0|38|36.024|-3.750|78.525|36.047|-3.750|75.857|35.553|-3.950|75.801|0
0|39|37.145|-3.900|78.611|37.136|-3.900|75.701|36.692|-3.750|75.870|0
