0|0|149.845|-18.080|72.019|151.728|-18.080|69.909|149.686|-18.080|69.248|0
0|1|152.518|-18.080|70.266|151.728|-18.080|69.909|152.240|-18.080|71.993|0
0|2|151.728|-18.080|69.909|151.007|-18.080|66.682|149.686|-18.080|69.248|0
0|3|149.686|-18.080|69.248|151.007|-18.080|66.682|149.218|-18.080|66.738|0
0|4|151.728|-18.080|69.909|152.144|-18.080|69.103|151.007|-18.080|66.682|0
0|5|152.240|-18.080|71.993|151.728|-18.080|69.909|149.845|-18.080|72.019|0
0|6|149.837|-18.080|75.301|152.240|-18.080|71.993|149.845|-18.080|72.019|0
0|7|155.417|-18.080|71.999|153.093|-18.080|69.549|152.518|-18.080|70.266|0
0|8|152.240|-18.080|71.993|155.417|-18.080|71.999|152.518|-18.080|70.266|0
0|9|155.417|-18.080|71.999|155.546|-18.080|70.983|153.093|-18.080|69.549|0
0|10|153.093|-18.080|69.549|153.462|-18.080|66.712|152.144|-18.080|69.103|0
0|11|155.546|-18.080|70.983|155.562|-18.080|66.658|153.093|-18.080|69.549|0
0|12|153.093|-18.080|69.549|155.562|-18.080|66.658|153.462|-18.080|66.712|0
0|13|152.144|-18.080|69.103|153.462|-18.080|66.712|151.007|-18.080|66.682|0
0|14|151.007|-18.080|66.682|151.013|-18.080|63.526|148.189|-18.080|65.599|0
0|15|153.462|-18.080|66.712|153.038|-18.080|63.729|151.013|-18.080|63.526|0
0|16|151.007|-18.080|66.682|153.462|-18.080|66.712|151.013|-18.080|63.526|0
0|17|153.462|-18.080|66.712|154.354|-18.080|64.485|153.038|-18.080|63.729|0
0|18|153.462|-18.080|66.712|155.562|-18.080|66.658|154.354|-18.080|64.485|0
0|19|149.218|-18.080|66.738|151.007|-18.080|66.682|148.189|-18.080|65.599|0
0|20|148.189|-18.080|65.599|147.364|-18.080|63.498|147.026|-18.080|65.220|0
0|21|148.189|-18.080|65.599|151.013|-18.080|63.526|147.364|-18.080|63.498|0
0|22|153.470|-18.080|74.338|155.417|-18.080|71.999|152.240|-18.080|71.993|0
0|23|149.837|-18.080|75.301|153.470|-18.080|74.338|152.240|-18.080|71.993|0
0|24|149.837|-18.080|75.301|150.530|-18.080|77.903|153.470|-18.080|74.338|0
0|25|155.176|-18.080|78.108|154.511|-18.080|75.952|149.874|-18.080|80.123|0
0|26|154.300|-18.080|80.809|155.176|-18.080|78.108|149.874|-18.080|80.123|0
0|27|150.530|-18.080|77.903|154.511|-18.080|75.952|153.470|-18.080|74.338|0
0|28|150.530|-18.080|77.903|149.837|-18.080|75.301|147.669|-18.080|76.678|0
0|29|145.682|-18.080|77.072|148.035|-18.080|79.907|147.669|-18.080|76.678|0
