0|0|-4.969|0.000|5.006|7.057|0.050|-6.982|-5.137|0.050|-7.000|0
0|1|7.147|0.000|5.027|7.057|0.050|-6.982|-4.969|0.050|5.006|0
0|2|7.147|0.000|5.027|14.047|0.050|5.027|14.057|0.050|-7.010|0
0|3|7.147|0.000|5.027|14.057|0.050|-7.010|7.057|0.050|-6.982|0
0|4|7.057|0.000|-6.982|7.001|0.050|-13.995|-5.137|0.050|-7.000|0
0|5|-5.137|0.000|-7.000|7.001|0.050|-13.995|-5.072|0.050|-13.993|0
0|6|-14.030|0.000|4.967|-5.137|0.050|-7.000|-14.047|0.050|-6.935|0
0|7|-4.969|0.000|5.006|-5.137|0.050|-7.000|-14.030|0.050|4.967|0
0|8|-5.000|0.000|14.027|7.147|0.050|5.027|-4.969|0.050|5.006|0
0|9|7.066|0.000|14.048|7.147|0.050|5.027|-5.000|0.050|14.027|0
0|10|-5.072|0.000|-13.993|7.001|0.050|-13.995|0.001|0.050|-19.897|0
0|11|7.001|0.000|-13.995|7.000|0.050|-18.524|0.001|0.050|-19.897|0
0|12|-19.216|0.000|5.062|-14.030|0.050|4.967|-19.845|0.050|-1.050|0
0|13|-14.030|0.000|4.967|-14.047|0.050|-6.935|-19.845|0.050|-1.050|0
0|14|-14.047|0.000|-6.935|-5.137|0.050|-7.000|-14.029|0.050|-14.023|0
0|15|-5.137|0.000|-7.000|-5.072|0.050|-13.993|-14.029|0.050|-14.023|0
0|16|7.057|0.000|-6.982|14.023|0.050|-13.949|7.001|0.050|-13.995|0
0|17|7.001|0.000|-13.995|11.111|0.050|-16.429|7.000|0.050|-18.524|0
0|18|7.001|0.000|-13.995|14.023|0.050|-13.949|11.111|0.050|-16.429|0
0|19|14.057|0.000|-7.010|14.023|0.050|-13.949|7.057|0.050|-6.982|0
0|20|14.047|0.000|5.027|19.780|0.050|-0.926|14.057|0.050|-7.010|0
0|21|7.066|0.000|14.048|14.007|0.050|14.008|14.047|0.050|5.027|0
0|22|0.976|0.000|19.818|7.066|0.050|14.048|-5.000|0.050|14.027|0
0|23|7.059|0.000|18.474|7.066|0.050|14.048|0.976|0.050|19.818|0
0|24|-5.000|0.000|14.027|-4.969|0.050|5.006|-14.043|0.050|14.073|0
0|25|-14.043|0.000|14.073|-4.969|0.050|5.006|-14.030|0.050|4.967|0
0|26|19.780|0.000|-0.926|18.521|0.050|-6.978|14.057|0.050|-7.010|0
0|27|14.057|0.000|-7.010|18.521|0.050|-6.978|16.701|0.050|-10.490|0
0|28|14.057|0.000|-7.010|16.701|0.050|-10.490|14.023|0.050|-13.949|0
0|29|19.103|0.000|5.032|19.780|0.050|-0.926|14.047|0.050|5.027|0
0|30|7.066|0.000|14.048|14.047|0.050|5.027|7.147|0.050|5.027|0
0|31|17.406|0.000|9.493|19.103|0.050|5.032|14.047|0.050|5.027|0
0|32|7.059|0.000|18.474|10.243|0.050|16.854|7.066|0.050|14.048|0
0|33|14.007|0.000|14.008|17.406|0.050|9.493|14.047|0.050|5.027|0
0|34|10.243|0.000|16.854|14.007|0.050|14.008|7.066|0.050|14.048|0
0|35|0.976|0.000|19.818|-5.000|0.050|14.027|-4.953|0.050|19.250|0
0|36|-4.953|0.000|19.250|-5.000|0.050|14.027|-9.569|0.050|17.434|0
0|37|-9.569|0.000|17.434|-5.000|0.050|14.027|-14.043|0.050|14.073|0
0|38|-14.043|0.000|14.073|-14.030|0.050|4.967|-17.313|0.050|9.725|0
0|39|-17.313|0.000|9.725|-14.030|0.050|4.967|-19.216|0.050|5.062|0
0|40|-19.845|0.000|-1.050|-14.047|0.050|-6.935|-18.647|0.050|-6.964|0
0|41|-14.047|0.000|-6.935|-16.809|0.050|-10.567|-18.647|0.050|-6.964|0
0|42|-14.047|0.000|-6.935|-14.029|0.050|-14.023|-16.809|0.050|-10.567|0
0|43|-5.072|0.000|-13.993|0.001|0.050|-19.897|-5.039|0.050|-19.213|0
0|44|-5.072|0.000|-13.993|-5.039|0.050|-19.213|-9.841|0.050|-17.244|0
0|45|-14.029|0.000|-14.023|-5.072|0.050|-13.993|-9.841|0.050|-17.244|0
