Mesh_SM_Bosspillar01_st13a1|0|0|-6.664|0.000|10.227|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar01_st13a1|0|1|0.263|0.000|10.227|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar02_st13a1|0|1|-6.632|0.000|10.227|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar02_st13a1|0|0|0.171|0.000|10.227|0.000|-1.571|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|0|0|6.279|0.000|10.273|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|0|0|1.843|0.000|3.391|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|0|1|10.276|0.000|10.273|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|0|1|10.811|0.000|3.391|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|2|11.048|0.000|9.610|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|3|11.048|0.000|5.613|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|4|10.811|0.000|0.703|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|5|10.811|0.000|-3.294|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|6|10.811|0.000|-8.074|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|7|10.811|0.000|-12.071|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|8|10.811|0.000|-16.951|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|9|10.811|0.000|-20.948|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|10|10.811|0.000|-25.828|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|11|10.851|-0.000|-27.325|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|2|4.201|0.000|1.198|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|3|4.201|0.000|-7.662|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|4|4.201|0.000|-16.504|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|5|4.201|0.000|-25.346|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|6|10.544|0.000|-25.107|0.000|3.142|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|7|1.744|0.000|-25.127|0.000|3.142|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|12|10.168|0.000|-31.348|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|13|6.169|0.000|-31.348|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar02_st13a1|1|2|-6.541|-0.030|-32.034|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar02_st13a1|1|3|0.263|-0.030|-32.034|0.000|-1.571|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar01_st13a1|1|2|0.303|0.000|-31.894|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_Bosspillar01_st13a1|1|3|-6.521|0.000|-31.914|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|8|-8.055|-0.000|-25.127|0.000|3.142|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|9|-16.897|0.000|-25.127|0.000|3.142|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|14|-8.523|0.000|-31.348|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|15|-12.520|0.000|-31.348|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|16|-17.136|0.000|-28.746|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|17|-17.096|0.000|-25.989|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|18|-17.096|-0.000|-21.098|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|19|-17.096|0.000|-17.092|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|20|-17.096|0.000|-12.212|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|21|-17.096|-0.000|-8.215|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|22|-17.096|-0.000|-3.335|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|23|-17.096|0.000|0.638|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|24|-17.096|0.000|5.518|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|25|-17.096|0.000|9.515|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|10|-10.403|0.000|-25.475|0.000|-1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|11|-10.403|0.000|-16.633|0.000|-1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|12|-10.403|0.000|1.069|0.000|-1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|13|-16.660|0.000|3.164|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|14|-10.403|0.000|-7.791|0.000|-1.571|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|26|-12.355|0.000|10.273|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_FenceA_st07a1|1|27|-8.358|0.000|10.273|0.000|1.571|0.000|1.000|1.000|1.000
Mesh_SM_TowerSenRS1Top_st07a1|1|15|-7.947|0.000|3.133|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_MERGED_DuomoFloorD|0|0|-6.977|0.000|-0.932|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_MERGED_DuomoFloorD|0|1|-6.977|0.000|-12.937|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_MERGED_DuomoFloorD|0|2|-6.977|0.000|-24.911|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_MERGED_DuomoFloorD|0|3|-6.977|0.000|-36.693|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_SM_MERGED_DuomoFloorA|0|0|0.966|0.000|4.986|0.000|0.000|0.000|1.300|1.300|1.300
Mesh_SM_MERGED_DuomoFloorA|0|1|-17.177|-0.000|4.986|0.000|0.000|0.000|1.300|1.300|1.300
Mesh_SM_MERGED_DuomoFloorA|0|2|-17.117|0.000|-5.410|0.000|0.000|0.000|1.300|1.300|1.300
Mesh_SM_MERGED_DuomoFloorA|0|3|0.966|0.000|-5.410|0.000|0.000|0.000|1.300|1.300|1.300
Mesh_SM_MERGED_DuomoFloorA|0|4|-17.117|0.000|-15.796|0.000|0.000|0.000|1.300|1.300|1.300
Mesh_SM_MERGED_DuomoFloorA|0|5|0.966|0.000|-15.796|0.000|0.000|0.000|1.300|1.300|1.300
Mesh_SM_MERGED_DuomoFloorA|0|6|-17.117|0.000|-26.194|0.000|0.000|0.000|1.300|1.300|1.300
