Mesh_Boss_Room|0|0|0.000|0.000|0.000|0.000|0.732|0.000|1.000|1.000|1.000
Mesh_Boss_Roomground|0|0|0.000|0.800|0.000|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gaia_A|5|0|-9.571|-5.600|21.095|-0.052|0.000|-0.175|1.000|1.000|1.000
Mesh_Gaia_A|5|1|3.296|-5.900|22.620|0.052|3.072|0.140|1.000|1.000|1.000
Mesh_Gray_RockL|5|0|1.567|0.400|21.428|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockM|5|0|3.241|0.000|20.858|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_Rock1|5|0|3.105|0.000|20.479|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_Rock1|5|1|-0.411|0.000|23.543|0.646|0.122|0.000|3.000|3.000|3.000
Mesh_Gray_RockL|5|1|3.314|-0.800|22.681|0.000|0.698|-0.157|1.000|1.000|1.000
Mesh_Gray_RockM|5|1|-7.957|0.300|21.638|0.000|0.000|0.000|3.000|3.000|3.000
Mesh_Gray_Rock1|5|2|-8.940|0.500|18.416|0.000|0.000|0.000|3.000|3.000|3.000
Mesh_Big_Grayrock|5|0|-10.851|0.000|21.713|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_ConcWall_B|5|0|-11.448|0.000|15.909|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_LawnS_Wall|5|0|-14.187|1.000|16.016|0.314|-0.628|0.175|2.000|2.000|2.000
Mesh_Gray_RockL|5|2|-17.996|0.400|14.184|-0.122|0.070|2.496|1.000|1.000|1.000
Mesh_Gray_RockM|5|2|-15.123|0.000|12.886|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockM|5|3|-15.743|0.000|12.523|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockM|5|4|4.713|0.000|20.456|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockM|5|5|3.816|0.000|20.081|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockM|5|6|2.802|0.000|20.159|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockM|5|7|4.956|0.000|21.420|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Big_Grayrock|5|1|7.129|-2.600|21.225|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_Rock2|5|0|-12.435|0.000|18.008|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_Rock2|5|1|-16.256|0.000|16.306|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_Rock2|5|2|-13.880|0.000|17.017|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Gray_RockL|5|3|5.544|0.000|24.316|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|2|-7.472|0.000|25.998|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|3|-2.475|0.000|25.998|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|4|-12.481|0.000|30.996|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|5|-7.487|-0.000|30.996|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|6|-7.484|0.000|35.993|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|7|-2.487|0.000|35.993|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|8|-12.481|0.000|35.993|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Base_Ground|1|9|-2.490|0.000|30.996|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Car_Trunck|5|0|2.733|0.300|26.415|-0.367|0.140|-0.244|1.000|1.000|1.000
Mesh_Wall_Grayrock|5|0|1.789|-1.200|25.146|0.000|0.000|0.000|1.000|1.000|1.000
Mesh_Wall_Grayrock|5|1|2.256|0.000|29.151|1.676|-0.349|-1.379|1.000|1.000|1.000
Mesh_LawnS_Wall|5|1|1.062|0.800|30.679|-0.192|1.292|-0.524|1.000|1.000|1.000
Mesh_GrayStoneFloorS|5|0|0.270|0.700|32.566|0.052|-0.105|0.454|1.000|1.000|1.000
Mesh_Gray_Rock1|5|3|1.030|0.500|34.168|0.995|1.117|0.890|4.000|4.000|4.000
