Mesh_AAAA|AAAA.X|..\..\Client\Resources\Mesh\StaticMesh\AAAA\|0
Mesh_ArchA|ArchA.X|..\..\Client\Resources\Mesh\StaticMesh\ArchA\|0
Mesh_Asphalt01|Asphalt01.X|..\..\Client\Resources\Mesh\StaticMesh\Asphalt01\|0
Mesh_BarricadeA|BarricadeA.X|..\..\Client\Resources\Mesh\StaticMesh\BarricadeA\|0
Mesh_BaseGround_Rock|BaseGround_Rock.X|..\..\Client\Resources\Mesh\StaticMesh\BaseGround_Rock\|0
Mesh_Base_ConcreteGround|Base_ConcreteGround.X|..\..\Client\Resources\Mesh\StaticMesh\Base_ConcreteGround\|0
Mesh_Base_Ground|Base_Ground.X|..\..\Client\Resources\Mesh\StaticMesh\Base_Ground\|0
Mesh_Big_Cliff|Big_Cliff.X|..\..\Client\Resources\Mesh\StaticMesh\Big_Cliff\|0
Mesh_Big_Fencerack|Big_Fencerack.X|..\..\Client\Resources\Mesh\StaticMesh\Big_Fencerack\|0
Mesh_Big_Grayrock|Big_Grayrock.X|..\..\Client\Resources\Mesh\StaticMesh\Big_Grayrock\|0
Mesh_Boss_Room|Boss_Room.X|..\..\Client\Resources\Mesh\StaticMesh\Boss_Room\|0
Mesh_Boss_Roomground|Boss_Roomground.X|..\..\Client\Resources\Mesh\StaticMesh\Boss_Roomground\|0
Mesh_Branch_Pillar|Branch_Pillar.X|..\..\Client\Resources\Mesh\StaticMesh\Branch_Pillar\|0
Mesh_Breakwall|Breakwall.X|..\..\Client\Resources\Mesh\StaticMesh\Breakwall\|0
Mesh_Break_Stone|Break_Stone.X|..\..\Client\Resources\Mesh\StaticMesh\Break_Stone\|0
Mesh_BrickFloorL|BrickFloorL.X|..\..\Client\Resources\Mesh\StaticMesh\BrickFloorL\|0
Mesh_BrickWall|BrickWall.X|..\..\Client\Resources\Mesh\StaticMesh\BrickWall\|0
Mesh_Building_C|Building_C.X|..\..\Client\Resources\Mesh\StaticMesh\Building_C\|0
Mesh_Building_D|Building_D.X|..\..\Client\Resources\Mesh\StaticMesh\Building_D\|0
Mesh_Building_E|Building_E.X|..\..\Client\Resources\Mesh\StaticMesh\Building_E\|0
Mesh_Building_Wall|Building_Wall.X|..\..\Client\Resources\Mesh\StaticMesh\Building_Wall\|0
Mesh_BurningStove|BurningStove.X|..\..\Client\Resources\Mesh\StaticMesh\Burningstove\|0
Mesh_Butterfly_Ground|Butterfly_Ground.X|..\..\Client\Resources\Mesh\StaticMesh\Butterfly_Ground\|0
Mesh_Buttress_L|Buttress_L.X|..\..\Client\Resources\Mesh\StaticMesh\Buttress_L\|0
Mesh_Car_Red|Car_Red.X|..\..\Client\Resources\Mesh\StaticMesh\Car_Red\|0
Mesh_Car_Taxi|Car_Taxi.X|..\..\Client\Resources\Mesh\StaticMesh\Car_Taxi\|0
Mesh_Car_Trunck|Car_Trunck.X|..\..\Client\Resources\Mesh\StaticMesh\Car_Trunck\|0
